Date,Open,High,Low,Close,Adj Close,Volume
2024-02-09,116.2699966430664,116.75,116.01000213623047,116.23999786376953,112.05965423583984,2086972
2024-02-12,116.5,116.77999877929688,115.55000305175781,115.7300033569336,111.56800079345703,1005660
2024-02-13,117.26000213623047,117.75,116.0,116.0,111.82828521728516,1758908
2024-02-14,113.16000366210938,114.06999969482422,111.55999755859375,114.06999969482422,109.96769714355469,2740465
2024-02-15,113.5,115.16999816894531,113.26000213623047,114.16000366210938,110.05445861816406,2315896
2024-02-16,115.75,116.27999877929688,114.77999877929688,116.27999877929688,112.09821319580078,3844462
2024-02-19,115.86000061035156,117.29000091552734,115.62000274658203,117.12999725341797,112.91764831542969,1386827
2024-02-20,117.4000015258789,117.80000305175781,116.05999755859375,116.94999694824219,112.7441177368164,1772794
2024-02-21,114.30999755859375,115.95999908447266,114.0999984741211,114.62000274658203,112.56735229492188,3281940
2024-02-22,115.0,115.0,113.30999755859375,114.44999694824219,112.400390625,1691941
2024-02-23,115.33000183105469,115.87999725341797,114.56999969482422,114.83000183105469,112.77359008789062,1576082
2024-02-26,115.31999969482422,115.98999786376953,115.06999969482422,115.91999816894531,113.84406280517578,1623264
2024-02-27,116.19999694824219,117.12000274658203,115.53500366210938,117.12000274658203,115.02257537841797,2199043
2024-02-28,117.25,117.30000305175781,115.66999816894531,115.95999908447266,113.88334655761719,1605950
2024-02-29,116.18000030517578,116.76000213623047,115.2300033569336,116.41000366210938,114.3252944946289,4036090
2024-03-01,116.75,117.36000061035156,116.19999694824219,117.36000061035156,115.2582778930664,1547236
2024-03-04,117.55000305175781,118.55000305175781,117.36000061035156,118.12000274658203,116.00466918945312,1657258
2024-03-05,118.5999984741211,118.69999694824219,116.7699966430664,116.94000244140625,114.8458023071289,1985735
2024-03-06,117.0,118.41000366210938,116.68000030517578,118.30999755859375,116.1912612915039,1499396
2024-03-07,118.5,119.37000274658203,118.38999938964844,119.25,117.11443328857422,2404787
2024-03-08,119.54000091552734,121.54000091552734,119.0199966430664,121.44999694824219,119.27503204345703,3693739
2024-03-11,119.98999786376953,120.2300033569336,117.93000030517578,118.12999725341797,116.01448822021484,1620096
2024-03-12,119.0199966430664,120.08000183105469,117.51000213623047,117.73999786376953,115.6314697265625,1912342
2024-03-13,118.01000213623047,118.22000122070312,116.81999969482422,117.55000305175781,115.44487762451172,1749751
2024-03-14,117.54000091552734,117.55999755859375,115.33999633789062,116.22000122070312,114.1386947631836,1972503
2024-03-15,115.0,115.54000091552734,114.0,115.54000091552734,113.47087097167969,5370902
2024-03-18,115.4000015258789,116.55999755859375,115.2699966430664,116.45999908447266,114.37439727783203,1471598
2024-03-19,116.43000030517578,116.44000244140625,115.33000183105469,115.77999877929688,113.70657348632812,1817662
2024-03-20,116.30000305175781,116.87000274658203,115.6500015258789,115.6500015258789,113.57890319824219,2011037
2024-03-21,117.0999984741211,118.05000305175781,116.54000091552734,118.0,115.8868179321289,3579903
2024-03-22,118.30000305175781,118.3499984741211,116.55999755859375,117.4800033569336,115.37612915039062,3825604
2024-03-25,118.25,118.98999786376953,117.48999786376953,118.79000091552734,116.66266632080078,1974708
2024-03-26,118.9000015258789,119.48500061035156,118.56999969482422,118.5999984741211,116.47606658935547,1676353
2024-03-27,118.7699966430664,120.19000244140625,118.51000213623047,120.0,117.85099792480469,2340622
2024-03-28,120.55999755859375,120.55999755859375,119.4000015258789,120.33999633789062,118.18490600585938,2679602
2024-04-02,119.4000015258789,120.5999984741211,119.30000305175781,120.06999969482422,117.91974639892578,2314881
2024-04-03,119.62999725341797,119.93000030517578,117.63999938964844,117.80999755859375,115.7002182006836,2016061
2024-04-04,118.5999984741211,119.06999969482422,117.97000122070312,118.3499984741211,116.23054504394531,1282364
2024-04-05,117.06999969482422,118.16999816894531,116.62999725341797,118.04000091552734,115.92610168457031,1387617
2024-04-08,118.77999877929688,119.0199966430664,117.69999694824219,118.19000244140625,116.07341766357422,1168997
2024-04-09,118.72000122070312,119.1500015258789,118.4800033569336,119.1500015258789,117.01622009277344,949230
2024-04-10,119.1500015258789,119.20999908447266,117.9800033569336,118.20999908447266,116.09305572509766,1720573
2024-04-11,116.33999633789062,116.98999786376953,116.0999984741211,116.80999755859375,114.71812438964844,1787099
2024-04-12,116.37000274658203,116.69000244140625,116.01000213623047,116.23999786376953,114.15833282470703,1381123
2024-04-15,115.19999694824219,115.30000305175781,114.29499816894531,114.63999938964844,112.58699035644531,2434316
2024-04-16,113.58000183105469,113.73999786376953,111.62999725341797,112.19999694824219,110.19068145751953,3022718
2024-04-17,112.16000366210938,112.80000305175781,111.94000244140625,111.94000244140625,109.93534088134766,1405392
2024-04-18,111.7300033569336,113.16000366210938,111.7300033569336,112.7300033569336,110.71119689941406,1583905
2024-04-19,111.6500015258789,112.51000213623047,109.94000244140625,111.86000061035156,109.85677337646484,3479032
2024-04-22,113.08999633789062,113.68000030517578,112.38999938964844,112.87999725341797,110.85850524902344,1916178
2024-04-23,114.0,114.58000183105469,113.69999694824219,114.58000183105469,112.52806854248047,1197831
2024-04-24,115.5,115.8499984741211,115.0,115.0,112.94054412841797,1600191
2024-04-26,114.44999694824219,114.55999755859375,112.7699966430664,112.98999786376953,110.96653747558594,1672386
2024-04-29,114.0,114.19999694824219,113.66000366210938,113.83999633789062,111.80131530761719,1374832
2024-04-30,113.6500015258789,114.54000091552734,113.41999816894531,114.54000091552734,112.48877716064453,1315376
2024-05-01,113.5999984741211,114.11000061035156,113.0,113.91999816894531,111.8798828125,1092138
2024-05-02,114.69000244140625,115.83999633789062,114.0199966430664,115.0,112.94054412841797,1545052
2024-05-03,115.76000213623047,115.76000213623047,114.73999786376953,115.2300033569336,113.16642761230469,1212181
2024-05-06,116.01000213623047,116.58999633789062,115.77999877929688,116.58999633789062,114.50205993652344,1426516
2024-05-07,117.56999969482422,119.0,116.88999938964844,119.0,116.86891174316406,2692665
2024-05-08,119.5,119.9000015258789,118.45999908447266,119.73999786376953,117.59565734863281,2104415
2024-05-09,119.69999694824219,119.69999694824219,117.08999633789062,117.08999633789062,114.99311065673828,1837558
2024-05-10,117.70999908447266,118.3499984741211,117.25,117.54000091552734,115.43505859375,1483110
2024-05-13,117.54000091552734,119.12000274658203,117.05999755859375,119.12000274658203,116.98676300048828,1751999
2024-05-14,118.69999694824219,119.33000183105469,118.53500366210938,119.33000183105469,117.19300079345703,1472592
2024-05-15,119.5,120.06999969482422,119.27999877929688,119.93000030517578,117.78225708007812,1820801
2024-05-16,121.0,122.55000305175781,120.19999694824219,122.26000213623047,120.07052612304688,3208604
2024-05-17,121.5,121.79000091552734,120.33999633789062,121.04000091552734,118.87237548828125,3747916
2024-05-20,121.0,121.86000061035156,120.94999694824219,121.7699966430664,119.58930206298828,1224873
2024-05-21,121.69000244140625,121.79000091552734,120.91999816894531,121.79000091552734,119.60894775390625,1554701
2024-05-22,122.06999969482422,122.3499984741211,121.30000305175781,121.5,119.32413482666016,1428336
2024-05-23,120.72000122070312,121.0,120.2300033569336,120.7300033569336,118.56793212890625,1535204
2024-05-24,119.0199966430664,119.5,118.08000183105469,118.87000274658203,116.74124145507812,1902826
2024-05-27,119.7300033569336,120.33000183105469,119.7300033569336,120.0999984741211,117.94921112060547,1111552
2024-05-28,120.08999633789062,120.33000183105469,119.51000213623047,120.30999755859375,118.15544891357422,1699877
2024-05-29,119.37999725341797,119.48999786376953,117.88999938964844,118.33999633789062,116.2207260131836,1768394
2024-05-30,117.0999984741211,118.41999816894531,116.63999938964844,117.98999786376953,115.87699127197266,1327847
2024-05-31,118.80000305175781,119.54000091552734,118.52999877929688,119.54000091552734,117.39923858642578,3397759
2024-06-03,120.33999633789062,121.29000091552734,120.22000122070312,121.29000091552734,119.1178970336914,1686338
2024-06-04,121.1500015258789,122.48999786376953,121.05000305175781,122.45999908447266,120.2669448852539,2230997
2024-06-05,123.16999816894531,123.94999694824219,122.81999969482422,123.47000122070312,121.25885772705078,2389848
2024-06-06,124.5,125.97000122070312,124.20999908447266,124.8499984741211,122.61414337158203,2636419
2024-06-07,125.0,125.55000305175781,124.08000183105469,125.55000305175781,123.3016128540039,1414714
2024-06-11,124.05000305175781,125.02999877929688,123.72000122070312,124.93000030517578,122.69271087646484,2514626
2024-06-12,124.3499984741211,124.59500122070312,123.4000015258789,124.0999984741211,121.87757110595703,1809137
2024-06-13,125.33000183105469,125.69000244140625,124.9000015258789,125.4800033569336,123.23286437988281,2582193
2024-06-14,125.36000061035156,125.5999984741211,124.8499984741211,125.30999755859375,123.06590270996094,1597350
2024-06-17,124.98999786376953,125.5999984741211,124.76000213623047,125.48999786376953,123.24268341064453,1531082
2024-06-18,126.58000183105469,127.98999786376953,126.19999694824219,127.9800033569336,125.68809509277344,2236320
2024-06-19,127.79000091552734,127.87999725341797,126.7699966430664,126.94000244140625,124.66671752929688,2012104
2024-06-20,126.6500015258789,127.83999633789062,126.52999877929688,127.75,125.46221160888672,3548847
2024-06-21,128.0,128.25,125.9000015258789,127.68000030517578,125.39346313476562,7145883
2024-06-24,127.5999984741211,127.98999786376953,126.80000305175781,126.80000305175781,124.52922821044922,1767854
2024-06-25,128.11000061035156,128.67999267578125,127.51000213623047,128.6300048828125,126.32645416259766,2092832
2024-06-26,127.63999938964844,128.08999633789062,126.63500213623047,126.9000015258789,124.62743377685547,1900389
2024-06-27,125.0,126.19999694824219,124.3499984741211,126.19999694824219,123.9399642944336,2021794
2024-06-28,127.0,127.61000061035156,126.2699966430664,127.37999725341797,125.09883117675781,2190551
2024-07-01,126.44000244140625,126.52999877929688,125.43000030517578,126.19999694824219,123.9399642944336,1585105
2024-07-02,125.80000305175781,126.19999694824219,125.4000015258789,125.66000366210938,123.4096450805664,1457744
2024-07-03,126.2300033569336,126.44000244140625,124.80000305175781,125.37999725341797,123.13465118408203,1441307
2024-07-04,126.51000213623047,127.86000061035156,126.19000244140625,127.86000061035156,125.57024383544922,1394064
2024-07-05,127.58000183105469,127.8499984741211,126.6500015258789,127.0999984741211,124.8238525390625,1084617
2024-07-08,126.9000015258789,127.16999816894531,126.08999633789062,126.47000122070312,124.20513153076172,1027669
2024-07-09,127.5,128.97000122070312,126.9800033569336,128.69000244140625,126.3853759765625,1781761
2024-07-10,128.0,128.5399932861328,127.26000213623047,128.5399932861328,126.23805236816406,1246766
2024-07-11,130.1699981689453,130.3000030517578,129.3000030517578,129.9199981689453,127.59334564208984,1598054
2024-07-12,130.8000030517578,131.83999633789062,129.88999938964844,131.66000366210938,129.30218505859375,1965561
2024-07-15,132.75,133.3000030517578,131.89999389648438,132.69000244140625,130.31375122070312,1364623
2024-07-16,132.42999267578125,133.0800018310547,132.02000427246094,132.44000244140625,130.06822204589844,1732649
2024-07-17,132.5,134.25,132.0,133.5,131.10923767089844,1919380
2024-07-18,133.24000549316406,134.0,131.91000366210938,132.66000366210938,130.28428649902344,2061262
2024-07-19,130.86000061035156,131.6300048828125,130.39999389648438,131.6300048828125,129.27273559570312,4022762
2024-07-22,130.50999450683594,131.67999267578125,130.17999267578125,131.67999267578125,129.3218231201172,1192662
2024-07-23,132.58999633789062,133.30999755859375,132.10000610351562,133.13999938964844,130.75567626953125,1351942
2024-07-24,132.60000610351562,133.10000610351562,132.27000427246094,132.77999877929688,130.40213012695312,1130255
2024-07-25,131.35000610351562,132.60000610351562,131.1999969482422,132.60000610351562,130.22535705566406,1796200
2024-07-26,133.36000061035156,133.4600067138672,132.52999877929688,133.13999938964844,130.75567626953125,1901929
2024-07-29,133.8300018310547,134.89999389648438,133.8000030517578,134.89999389648438,132.48416137695312,1391737
2024-07-30,133.50999450683594,135.9499969482422,133.2899932861328,135.9499969482422,133.51536560058594,1937077
2024-07-31,136.33999633789062,137.52999877929688,135.60000610351562,137.49000549316406,135.0277862548828,2235562
